You want rice.	你想要米饭。
Anna eat pizza.	安娜吃披萨。
You eat noodles.	你吃面条。
Mary like soup.	玛丽喜欢汤。
You like bread.	你喜欢面包。
Mike like noodles.	迈克喜欢面条。
We are a teacher.	我们是老师。
You like ice cream.	你喜欢冰淇淋。
Tom like pizza.	汤姆喜欢披萨。
Mary is an engineer.	玛丽是工程师。
Mary is a teacher.	玛丽是老师。
I eat rice.	我吃米饭。
John is a designer.	约翰是设计师。
We eat salad.	我们吃沙拉。
Tom eat bread.	汤姆吃面包。
Mike is an engineer.	迈克是工程师。
Emma is a nurse.	艾玛是护士。
I eat salad.	我吃沙拉。
Lucy eat ice cream.	露西吃冰淇淋。
Anna eat dumplings.	安娜吃饺子。
We eat ice cream.	我们吃冰淇淋。
We like soup.	我们喜欢汤。
We eat bread.	我们吃面包。
Anna want rice.	安娜想要米饭。
Mike eat pizza.	迈克吃披萨。
Anna like soup.	安娜喜欢汤。
John is a doctor.	约翰是医生。
Emma want noodles.	艾玛想要面条。
I eat rice.	我吃米饭。
Tom want noodles.	汤姆想要面条。
We want pizza.	我们想要披萨。
I eat dumplings.	我吃饺子。
Tom eat salad.	汤姆吃沙拉。
John is a nurse.	约翰是护士。
Tom like bread.	汤姆喜欢面包。
Mike eat noodles.	迈克吃面条。
Emma like dumplings.	艾玛喜欢饺子。
Anna like rice.	安娜喜欢米饭。
You like noodles.	你喜欢面条。
Emma eat noodles.	艾玛吃面条。
They like ice cream.	他们喜欢冰淇淋。
They eat dumplings.	他们吃饺子。
Anna want rice.	安娜想要米饭。
Lucy is a nurse.	露西是护士。
I am a driver.	我是司机。
David eat ice cream.	大卫吃冰淇淋。
Emma like pizza.	艾玛喜欢披萨。
You are a student.	你是学生。
Anna want noodles.	安娜想要面条。
You are a student.	你是学生。
You like noodles.	你喜欢面条。
Mike want ice cream.	迈克想要冰淇淋。
Anna is a teacher.	安娜是老师。
David eat ice cream.	大卫吃冰淇淋。
Emma want bread.	艾玛想要面包。
Mary want soup.	玛丽想要汤。
Mike like ice cream.	迈克喜欢冰淇淋。
Lucy want salad.	露西想要沙拉。
You are a doctor.	你是医生。
David like salad.	大卫喜欢沙拉。
Mike eat pizza.	迈克吃披萨。
I like dumplings.	我喜欢饺子。
Mike like rice.	迈克喜欢米饭。
John is a nurse.	约翰是护士。
I eat dumplings.	我吃饺子。
Mary is a nurse.	玛丽是护士。
Mary like noodles.	玛丽喜欢面条。
John eat rice.	约翰吃米饭。
You eat pizza.	你吃披萨。
John want ice cream.	约翰想要冰淇淋。
David want soup.	大卫想要汤。
Tom eat dumplings.	汤姆吃饺子。
You are a doctor.	你是医生。
Emma is a designer.	艾玛是设计师。
I want pizza.	我想要披萨。
Anna like noodles.	安娜喜欢面条。
Tom eat rice.	汤姆吃米饭。
Emma is an engineer.	艾玛是工程师。
John want ice cream.	约翰想要冰淇淋。
Mike eat rice.	迈克吃米饭。
I eat pizza.	我吃披萨。
You want dumplings.	你想要饺子。
David is a nurse.	大卫是护士。
I eat soup.	我吃汤。
We are a teacher.	我们是老师。
You eat noodles.	你吃面条。
Anna want noodles.	安娜想要面条。
David eat salad.	大卫吃沙拉。
Mike like ice cream.	迈克喜欢冰淇淋。
Mike want soup.	迈克想要汤。
You eat pizza.	你吃披萨。
We are a student.	我们是学生。
David is a student.	大卫是学生。
John want noodles.	约翰想要面条。
Mike like soup.	迈克喜欢汤。
They are a driver.	他们是司机。
John is a designer.	约翰是设计师。
Tom is a nurse.	汤姆是护士。
They eat salad.	他们吃沙拉。
Lucy is a teacher.	露西是老师。
John want soup.	约翰想要汤。
I eat bread.	我吃面包。
Mary like soup.	玛丽喜欢汤。
I am a driver.	我是司机。
Anna is a designer.	安娜是设计师。
David eat salad.	大卫吃沙拉。
Mary like salad.	玛丽喜欢沙拉。
You want pizza.	你想要披萨。
Emma like noodles.	艾玛喜欢面条。
Emma want pizza.	艾玛想要披萨。
John is an engineer.	约翰是工程师。
Mike is a driver.	迈克是司机。
John like salad.	约翰喜欢沙拉。
Mike is a nurse.	迈克是护士。
Mike eat rice.	迈克吃米饭。
David eat dumplings.	大卫吃饺子。
David like bread.	大卫喜欢面包。
Mary is an engineer.	玛丽是工程师。
You eat noodles.	你吃面条。
We are a nurse.	我们是护士。
David want soup.	大卫想要汤。
I want ice cream.	我想要冰淇淋。
They like bread.	他们喜欢面包。
You eat rice.	你吃米饭。
Lucy eat rice.	露西吃米饭。
Lucy eat rice.	露西吃米饭。
You like soup.	你喜欢汤。
Mike eat soup.	迈克吃汤。
Tom eat dumplings.	汤姆吃饺子。
Tom is a student.	汤姆是学生。
Lucy eat pizza.	露西吃披萨。
Lucy is a nurse.	露西是护士。
They eat noodles.	他们吃面条。
Emma eat soup.	艾玛吃汤。
David like soup.	大卫喜欢汤。
We are a student.	我们是学生。
David eat soup.	大卫吃汤。
I eat salad.	我吃沙拉。
Emma like bread.	艾玛喜欢面包。
I am a doctor.	我是医生。
Emma like ice cream.	艾玛喜欢冰淇淋。
I want dumplings.	我想要饺子。
They are a driver.	他们是司机。
John like dumplings.	约翰喜欢饺子。
You want ice cream.	你想要冰淇淋。
Anna eat pizza.	安娜吃披萨。
Anna want rice.	安娜想要米饭。
Lucy eat salad.	露西吃沙拉。
Mary eat rice.	玛丽吃米饭。
Mike want dumplings.	迈克想要饺子。
They eat ice cream.	他们吃冰淇淋。
Emma is a cook.	艾玛是厨师。
Anna want soup.	安娜想要汤。
Mike like dumplings.	迈克喜欢饺子。
Mike is a teacher.	迈克是老师。
We like pizza.	我们喜欢披萨。
Mary eat pizza.	玛丽吃披萨。
Tom want pizza.	汤姆想要披萨。
Anna want dumplings.	安娜想要饺子。
David eat ice cream.	大卫吃冰淇淋。
Tom want soup.	汤姆想要汤。
Anna eat pizza.	安娜吃披萨。
I want ice cream.	我想要冰淇淋。
Mike want pizza.	迈克想要披萨。
I like pizza.	我喜欢披萨。
John want rice.	约翰想要米饭。
We eat rice.	我们吃米饭。
We like soup.	我们喜欢汤。
David like dumplings.	大卫喜欢饺子。
I am a cook.	我是厨师。
Lucy want soup.	露西想要汤。
They want soup.	他们想要汤。
I eat rice.	我吃米饭。
Mary like dumplings.	玛丽喜欢饺子。
Anna want soup.	安娜想要汤。
Anna eat bread.	安娜吃面包。
I am a cook.	我是厨师。
John is a designer.	约翰是设计师。
Emma eat salad.	艾玛吃沙拉。
Mike is an engineer.	迈克是工程师。
Tom like noodles.	汤姆喜欢面条。
Anna like salad.	安娜喜欢沙拉。
Lucy eat rice.	露西吃米饭。
John is a teacher.	约翰是老师。
Emma want salad.	艾玛想要沙拉。
They are an engineer.	他们是工程师。
Mike is a nurse.	迈克是护士。
John like pizza.	约翰喜欢披萨。
We want pizza.	我们想要披萨。
Mike want dumplings.	迈克想要饺子。
Anna eat soup.	安娜吃汤。
We like dumplings.	我们喜欢饺子。
John is a student.	约翰是学生。
Tom want salad.	汤姆想要沙拉。
Mike is a designer.	迈克是设计师。
I eat pizza.	我吃披萨。
Lucy is a driver.	露西是司机。
They like salad.	他们喜欢沙拉。
Lucy like dumplings.	露西喜欢饺子。
We want ice cream.	我们想要冰淇淋。
John eat bread.	约翰吃面包。
We eat dumplings.	我们吃饺子。
David like bread.	大卫喜欢面包。
Emma like ice cream.	艾玛喜欢冰淇淋。
You eat bread.	你吃面包。
Emma like bread.	艾玛喜欢面包。
Mike want salad.	迈克想要沙拉。
Anna eat rice.	安娜吃米饭。
Emma is a driver.	艾玛是司机。
I like bread.	我喜欢面包。
We eat soup.	我们吃汤。
We want soup.	我们想要汤。
Tom want pizza.	汤姆想要披萨。
Emma is a teacher.	艾玛是老师。
Mike eat soup.	迈克吃汤。
They are a cook.	他们是厨师。
Mike like dumplings.	迈克喜欢饺子。
Emma is a nurse.	艾玛是护士。
Mike like ice cream.	迈克喜欢冰淇淋。
Lucy want pizza.	露西想要披萨。
You eat rice.	你吃米饭。
Mike like dumplings.	迈克喜欢饺子。
Lucy is an engineer.	露西是工程师。
Emma eat bread.	艾玛吃面包。
Anna is a designer.	安娜是设计师。
I am a designer.	我是设计师。
They want noodles.	他们想要面条。
We like ice cream.	我们喜欢冰淇淋。
We like pizza.	我们喜欢披萨。
Mary like salad.	玛丽喜欢沙拉。
Mike want bread.	迈克想要面包。
Anna is a student.	安娜是学生。
They like rice.	他们喜欢米饭。
You want soup.	你想要汤。
I am a designer.	我是设计师。
Tom want ice cream.	汤姆想要冰淇淋。
You want dumplings.	你想要饺子。
Mary eat noodles.	玛丽吃面条。
We are a driver.	我们是司机。
We eat rice.	我们吃米饭。
John eat pizza.	约翰吃披萨。
We eat rice.	我们吃米饭。
You eat bread.	你吃面包。
John want ice cream.	约翰想要冰淇淋。
Lucy is a driver.	露西是司机。
Lucy want salad.	露西想要沙拉。
I am a designer.	我是设计师。
John is a driver.	约翰是司机。
Emma want noodles.	艾玛想要面条。
Emma want bread.	艾玛想要面包。
John like salad.	约翰喜欢沙拉。
Lucy eat dumplings.	露西吃饺子。
Lucy want ice cream.	露西想要冰淇淋。
Mary like soup.	玛丽喜欢汤。
Anna is a nurse.	安娜是护士。
They are a designer.	他们是设计师。
Mary want salad.	玛丽想要沙拉。
Mike is a doctor.	迈克是医生。
Lucy is a student.	露西是学生。
Lucy want rice.	露西想要米饭。
We are a student.	我们是学生。
Mary want salad.	玛丽想要沙拉。
We eat pizza.	我们吃披萨。
Anna want pizza.	安娜想要披萨。
Lucy want noodles.	露西想要面条。
You like dumplings.	你喜欢饺子。
Mary is a doctor.	玛丽是医生。
They eat bread.	他们吃面包。
Lucy want soup.	露西想要汤。
David like salad.	大卫喜欢沙拉。
Mary like salad.	玛丽喜欢沙拉。
They eat salad.	他们吃沙拉。
Anna eat salad.	安娜吃沙拉。
Lucy like salad.	露西喜欢沙拉。
They eat salad.	他们吃沙拉。
John is a driver.	约翰是司机。
Mary like salad.	玛丽喜欢沙拉。
You are a student.	你是学生。
Anna is a designer.	安娜是设计师。
Mary is a driver.	玛丽是司机。
Emma is a driver.	艾玛是司机。
Tom like bread.	汤姆喜欢面包。
Anna is an engineer.	安娜是工程师。
Anna eat rice.	安娜吃米饭。
Lucy like ice cream.	露西喜欢冰淇淋。
You like noodles.	你喜欢面条。
They eat dumplings.	他们吃饺子。
You are a cook.	你是厨师。
Anna want noodles.	安娜想要面条。
David want pizza.	大卫想要披萨。
You like ice cream.	你喜欢冰淇淋。
John is a cook.	约翰是厨师。
John is a student.	约翰是学生。
Emma like dumplings.	艾玛喜欢饺子。
We like ice cream.	我们喜欢冰淇淋。
Anna is a nurse.	安娜是护士。
Emma is a teacher.	艾玛是老师。
Lucy like dumplings.	露西喜欢饺子。
They want ice cream.	他们想要冰淇淋。
Tom is a student.	汤姆是学生。
Emma want noodles.	艾玛想要面条。
Mary want bread.	玛丽想要面包。
Lucy want rice.	露西想要米饭。
Emma want ice cream.	艾玛想要冰淇淋。
You eat rice.	你吃米饭。
We like bread.	我们喜欢面包。
You like pizza.	你喜欢披萨。
You eat dumplings.	你吃饺子。
David want soup.	大卫想要汤。
David want soup.	大卫想要汤。
Mary want bread.	玛丽想要面包。
We eat ice cream.	我们吃冰淇淋。
I want bread.	我想要面包。
I eat dumplings.	我吃饺子。
We are a nurse.	我们是护士。
Mary want salad.	玛丽想要沙拉。
I want bread.	我想要面包。
We like pizza.	我们喜欢披萨。
You want pizza.	你想要披萨。
We like noodles.	我们喜欢面条。
John eat soup.	约翰吃汤。
You want ice cream.	你想要冰淇淋。
Mike eat bread.	迈克吃面包。
Lucy is a student.	露西是学生。
Emma eat ice cream.	艾玛吃冰淇淋。
Tom want soup.	汤姆想要汤。
We eat salad.	我们吃沙拉。
Mike is a driver.	迈克是司机。
Anna eat ice cream.	安娜吃冰淇淋。
Lucy want bread.	露西想要面包。
Anna is a cook.	安娜是厨师。
Mike want rice.	迈克想要米饭。
You like bread.	你喜欢面包。
Lucy is a doctor.	露西是医生。
I want soup.	我想要汤。
Lucy want noodles.	露西想要面条。
You are a nurse.	你是护士。
They want bread.	他们想要面包。
Anna want noodles.	安娜想要面条。
Mike like soup.	迈克喜欢汤。
Mary want ice cream.	玛丽想要冰淇淋。
Mike like bread.	迈克喜欢面包。
Mike like pizza.	迈克喜欢披萨。
Anna is a designer.	安娜是设计师。
John want pizza.	约翰想要披萨。
I like pizza.	我喜欢披萨。
Lucy is a cook.	露西是厨师。
David want noodles.	大卫想要面条。
I want rice.	我想要米饭。
Anna like rice.	安娜喜欢米饭。
Emma is a teacher.	艾玛是老师。
Mary like noodles.	玛丽喜欢面条。
We like soup.	我们喜欢汤。
Tom is a teacher.	汤姆是老师。
David want pizza.	大卫想要披萨。
Mary is a designer.	玛丽是设计师。
Emma want pizza.	艾玛想要披萨。
You want dumplings.	你想要饺子。
They are a student.	他们是学生。
You eat rice.	你吃米饭。
John want ice cream.	约翰想要冰淇淋。
Lucy is a student.	露西是学生。
Mary want pizza.	玛丽想要披萨。
I like salad.	我喜欢沙拉。
Mary eat rice.	玛丽吃米饭。
Tom like salad.	汤姆喜欢沙拉。
You are a student.	你是学生。
Anna eat soup.	安娜吃汤。
Tom want soup.	汤姆想要汤。
I am a cook.	我是厨师。
John is an engineer.	约翰是工程师。
They eat ice cream.	他们吃冰淇淋。
Emma want noodles.	艾玛想要面条。
Mary like salad.	玛丽喜欢沙拉。
John is a driver.	约翰是司机。
Lucy want salad.	露西想要沙拉。
Anna want dumplings.	安娜想要饺子。
Mike eat ice cream.	迈克吃冰淇淋。
They eat bread.	他们吃面包。
John eat pizza.	约翰吃披萨。
Anna eat salad.	安娜吃沙拉。
Tom eat bread.	汤姆吃面包。
We like dumplings.	我们喜欢饺子。
Mike like bread.	迈克喜欢面包。
Tom eat ice cream.	汤姆吃冰淇淋。
Mary is a nurse.	玛丽是护士。
Mike is a designer.	迈克是设计师。
They eat soup.	他们吃汤。
Emma want soup.	艾玛想要汤。
